"Gene","F_Statistics","P_Value","R_squared","Slope_value","Slope_direction"
"DDX11L1",0.507241935520818,0.678491753059176,0.0201495104926512,-0.0190297432323267,"negative"
"WASH7P",1.01028316721751,0.393120511379826,0.0393459181777232,-0.0209559525305026,"negative"
"MIR6859-1",0.121546903689164,0.947135135940891,0.00490341521966396,-0.00645584138730039,"negative"
"MIR1302-2HG",2.89648629014351,0.040736394270055,0.105085448485597,0.108946388074995,"positive"
"FAM138A",0.0371183168026196,0.990357111646291,0.00150253561660521,-0.0180184423395879,"negative"
"OR4F5",0.214555289354349,0.886014636922828,0.00862318135876075,0.0192119170905901,"positive"
"LOC100996442",1.10124277648894,0.354132986983951,0.0427369856649915,-0.0565557499588381,"negative"
"LOC729737",1.13588336526759,0.340222082373469,0.0440221359463222,-0.0179280979754209,"negative"
"DDX11L17",1.17069566301826,0.326743635461778,0.0453101848431806,0.0126084466296874,"positive"
"WASH9P",1.28054113455877,0.287361317402095,0.0493517893859196,-0.0541988496670154,"negative"
"MIR6859-2",0.222471791233226,0.880497063463087,0.00893850912555845,-0.00480084296730014,"negative"
"LOC112268260",1.41349787215645,0.245611505662819,0.0541981961061752,0.0369629292645074,"positive"
"OR4F29",1.16351931135931,0.329481642603977,0.0450449451796098,0.093065464551787,"positive"
"LOC100132287",1.38930550567665,0.252756260348167,0.0533200410442295,0.062059423448985,"positive"
"LOC105378947",1.0612693443169,0.370820380621536,0.041249688426768,0.00533882494157578,"positive"
"LOC101928626",0.526487830058421,0.665453077639506,0.0208980511006218,0.0445292842628379,"positive"
"MIR12136",3.88367889581815,0.0123255174782748,0.136029137977276,0.0894205938766633,"positive"
"OR4F16",1.19455986819551,0.317787674788482,0.046191152866829,0.269781671844451,"positive"
"LOC100288069",1.28775102068717,0.284936764678256,0.0496158702614478,-0.115464614010721,"negative"
"LINC01409",3.04797610371931,0.0338782861419597,0.10997710231994,-0.114594777919572,"negative"
"FAM87B",2.95264789799404,0.0380443975821518,0.106905183728636,-0.029888023950386,"negative"
"LINC00115",3.95309016944385,0.0113393035799396,0.138124519788236,-0.048731472874911,"negative"
"LINC01128",1.79530436409143,0.155465603659919,0.0678446953934255,-0.0514393329354438,"negative"
"LOC107984850",1.80031325554525,0.154528506782957,0.0680211063308501,-0.0640258747746305,"negative"
"FAM41C",0.502772148534489,0.681539834664892,0.0199755009329345,-0.0113563248472297,"negative"
"LOC284600",0.423469193021179,0.736727065779133,0.0168779155038998,-0.0224731147542288,"negative"
"LINC02593",8.11568893688471,9.62951011675638e-05,0.247562714376923,0.127606799180728,"positive"
"LOC107985728",8.80625832167561,4.5772284672507e-05,0.263086011298463,0.309923150367781,"positive"
"SAMD11",12.1154114355188,1.55067342283352e-06,0.329383549288885,0.22367808681265,"positive"
"NOC2L",6.64708979146114,0.000489896346752975,0.212273790924749,0.030246860061272,"positive"
"KLHL17",1.26268731232662,0.293448071542365,0.0486972144909429,-0.037429643768145,"negative"
"PLEKHN1",0.366489876793824,0.777386530782124,0.014640178363346,-0.0665362542246235,"negative"
"PERM1",0.207868540459889,0.890648671129575,0.0083566803853418,-0.2139709000214,"negative"
