"Gene","F_Statistics","P_Value","R_squared","Slope_value","Slope_direction"
"DDX11L1",0.497017516338835,0.685273343437448,0.0162972499219819,-0.0409152152650354,"negative"
"WASH7P",3.49089740113345,0.0188993030873158,0.104234215026299,-0.0488335794536814,"negative"
"MIR6859-1",1.48814299846459,0.22313221983087,0.0472604242980334,-0.0628974672127826,"negative"
"MIR1302-2HG",1.99882439678831,0.119810849231521,0.0624655572343129,-0.0418716720662327,"negative"
"MIR1302-2",0.670300473401052,0.572460070305049,0.0218550344487943,0.0094331308126963,"positive"
"FAM138A",2.00440117852674,0.118992562504638,0.0626289230454838,0.0589153953101261,"positive"
"OR4F5",1.09385600654592,0.355949332496722,0.03517916871795,-0.0115497206375791,"negative"
"LOC100996442",2.20840219443928,0.0925522122869629,0.0685660276193569,-0.116942803706469,"negative"
"LOC729737",2.33352081523032,0.0792964934635018,0.0721703283896985,-0.0685906159082128,"negative"
"DDX11L17",1.43531007374953,0.237748188528568,0.0456591670443901,-0.0535981226053126,"negative"
"WASH9P",2.61754798586794,0.0557839701275782,0.0802496860586221,-0.0210007600508407,"negative"
"MIR6859-2",1.66662282643704,0.179823996441953,0.0526302673818963,0.0091199625488801,"positive"
"LOC112268260",2.23936386636953,0.0890811940217377,0.0694605475359741,-0.10514133317141,"negative"
"OR4F29",2.72372031766356,0.0489034569746421,0.0832338221700713,-0.102203172584015,"negative"
"LOC100132287",3.91347275878078,0.0112192421888974,0.115395812944798,-0.244677068180494,"negative"
"LOC105378947",0.133534996047675,0.939844415115792,0.0044314414510342,-0.020863045824945,"negative"
"LOC101928626",0.550060198752776,0.649395470164904,0.0180052083424448,-0.0209564027097332,"negative"
"MIR12136",2.24102255792737,0.0888989131047267,0.0695084206433257,-0.394390238396174,"negative"
"OR4F16",3.4692038896813,0.019413233984566,0.103653612470623,-0.253754739681079,"negative"
"LOC100288069",2.26803441458846,0.0859817774169715,0.0702873433642762,-0.0839439548949893,"negative"
"LINC01409",1.42376397827799,0.241060582887392,0.0453085117130519,-0.0273406483047111,"negative"
"FAM87B",0.730029332095668,0.536729255000735,0.0237562198267476,-0.0267556188179852,"negative"
"LINC00115",1.166294427997,0.327106370656699,0.0374216585385687,-0.113828086852765,"negative"
"LINC01128",1.53815204475097,0.210085668607963,0.0487711531914872,-0.0473304731314753,"negative"
"LOC107984850",1.66893500593043,0.179319689287133,0.0526994357599299,-0.010732671781878,"negative"
"FAM41C",0.0726997280303147,0.974458641678386,0.00241746596374094,-0.0243782588225034,"negative"
"LOC284600",6.19219305440254,0.000713444177211488,0.171091954695719,0.328929655453794,"positive"
"LINC02593",3.89926676213901,0.0114172155332907,0.115025106280292,0.0932735423677514,"positive"
"LOC107985728",2.88782195821297,0.0398978426317381,0.0878082459179637,0.00650817653104806,"positive"
"SAMD11",4.9587381095982,0.00312748682176246,0.14184545489177,0.062545204523987,"positive"
"NOC2L",0.229217108314337,0.875829588682057,0.00758263462441086,0.0396956330120652,"positive"
"KLHL17",3.08661523249937,0.0311806539927877,0.0932889390712756,-0.0996021457017064,"negative"
"PLEKHN1",1.05104548988983,0.374047025437286,0.0338489565587108,-0.00653477712713972,"negative"
"PERM1",2.30150835634264,0.08249771036832,0.0712508013852772,0.092723393712503,"positive"
"HES4",3.54756934214868,0.0176204209417507,0.10574743302465,-0.177694474288786,"negative"
"ISG15",1.23158302507685,0.302944938241525,0.0394338969013504,0.0112092737586711,"positive"
"AGRN",4.08254779389142,0.00911284818955285,0.119784114103792,0.0187320270598006,"positive"
"LOC100288175",13.8849563978336,1.61765478659608e-07,0.316394444418749,0.104445143473366,"positive"
"LOC105378948",6.83122483712482,0.000336476896329605,0.185473735053175,0.104987163028659,"positive"
"RNF223",0.365748518944986,0.77788628496544,0.0120447720469264,0.0427611974457139,"positive"
"C1orf159",5.57506203741441,0.0014879999111014,0.156712644142436,-0.0115813401120845,"negative"
"LINC01342",1.58507974373343,0.198506385573693,0.0501844464726393,-0.0347628816209692,"negative"
"MIR200B",4.51427378993934,0.00537040710343877,0.130794401684767,-0.112655170307925,"negative"
"MIR200A",6.9815926067099,0.000282344510149064,0.188785612370928,0.0345773444242442,"positive"
"MIR429",5.33095130999293,0.00199497331152522,0.15088615257538,0.0301685188252863,"positive"
"TTLL10-AS1",6.24885467962417,0.000667183077196244,0.172387644653962,0.0519595684051731,"positive"
"TTLL10",3.23627555366215,0.0259017859934235,0.0973717872941862,-0.00740098069514526,"negative"
"TNFRSF18",3.36220699486569,0.0221614484773818,0.100778914158261,0.127135301170392,"positive"
"TNFRSF4",0.736135401799568,0.533173136152821,0.023950161338646,0.0910933785362087,"positive"
"SDF4",0.220175249340907,0.882161489801991,0.00728570392210776,-0.0358505526216241,"negative"
"B3GALT6",2.26483487329545,0.086322312497751,0.0701951484391443,-0.0609574810761373,"negative"
"C1QTNF12",3.46645294894556,0.0194794027073629,0.103579932843011,-0.0856857700269119,"negative"
"UBE2J2",2.91887732942364,0.0383902965938043,0.0886687993704658,-0.000266286208915538,"negative"
"LINC01786",3.73635311974889,0.0139562508649068,0.110751541711889,-0.105109586587021,"negative"
"SCNN1D",2.58660852786013,0.0579647698742282,0.0793764262288507,-0.142824855727986,"negative"
"ACAP3",2.43523351249949,0.0699196706973823,0.0750798822385857,-0.044031934297393,"negative"
"MIR6726",5.32034592584388,0.00202060910929347,0.150631195317682,0.012687533524451,"positive"
"SNORD167",0.850383622253053,0.469975950979542,0.0275647665411737,-0.00648465677585152,"negative"
"PUSL1",0.83369750762035,0.478810637004445,0.0270385187314725,-0.00608155839662257,"negative"
"INTS11",1.11819419119466,0.346012883715001,0.0359337750874717,0.0271543166949004,"positive"
"MIR6727",1.09349839040363,0.356097220362414,0.0351680720089418,-0.0669324164249886,"negative"
"CPTP",2.14826444627822,0.0996794295404103,0.0668236523271141,-0.0710872713764946,"negative"
"TAS1R3",7.65120016023702,0.000130166603199116,0.203212649999863,-0.154322285518421,"negative"
"DVL1",3.39434422400967,0.0212972041288375,0.101644284470459,-0.104173395298402,"negative"
