"Gene","F_Statistics","P_Value","R_squared","Slope_value","Slope_direction"
"DDX11L1",1.07558399680697,0.380389636109115,0.0909539856211235,0.250502062326582,"positive"
"WASH7P",2.04448759781873,0.105012278195084,0.15979441006823,0.235271222238335,"positive"
"MIR6859-1",0.314456554300506,0.866744675348466,0.0284204246957148,-0.0300671840678215,"negative"
"MIR1302-2",0.372164622102513,0.827169131945764,0.0334615279262212,-0.0545933136297409,"negative"
"FAM138A",0.260992030259014,0.901319052113129,0.0237028625160919,0.00846793366925652,"positive"
"OR4F5",0.692633854019977,0.601129576594449,0.0605309811409061,-0.259595949586881,"negative"
"LOC100996442",0.69444227368828,0.599921470966567,0.0606794334822991,0.15711321799418,"positive"
"LOC729737",1.19200858323331,0.328007958793936,0.0998164232528606,0.306050567958905,"positive"
"DDX11L17",1.09494502169032,0.37121291141715,0.0924398568068714,0.269707970739397,"positive"
"WASH9P",1.58435408518941,0.195731926145021,0.12845051100745,0.160418167142663,"positive"
"MIR6859-2",0.24899719844591,0.908698702592291,0.0226381727309733,0.00833818123703971,"positive"
"LOC112268260",2.17539768577265,0.0878501285341075,0.168304120202597,0.0188790183190026,"positive"
"OR4F29",1.79366314885045,0.147644520084766,0.142993567952662,0.45776699231014,"positive"
"LOC100132287",1.20539559706769,0.322406990183857,0.100824400772095,0.357106415112744,"positive"
"MIR12136",1.01407923628691,0.410807181684096,0.0862013265907736,-0.150664031878401,"negative"
"OR4F16",1.94842041317478,0.119680251413947,0.153438014318164,0.479211327069891,"positive"
"LOC100288069",1.05665211396284,0.389546490547626,0.0894963367907841,0.145950733146941,"positive"
"LINC01409",1.1938691012166,0.327224453995061,0.0999566464685209,-0.0561993421359942,"negative"
"FAM87B",0.582135292723539,0.677205307192202,0.051370309097645,-0.0163481048250813,"negative"
"LINC00115",0.259655168321927,0.902149286512379,0.023584314345197,0.237316925165661,"positive"
"LINC01128",1.42310235874527,0.242599873792911,0.116905478719063,-0.33454816580392,"negative"
"LOC107985728",1.16512480344337,0.339514173270065,0.0977853629453095,0.0338674463540409,"positive"
"SAMD11",3.43190043911525,0.0160539087464271,0.24199157608311,0.403994533198647,"positive"
"NOC2L",1.77113022850176,0.152214739240026,0.141451306406042,-0.0503334811045188,"negative"
"KLHL17",0.303271501750033,0.874176417699685,0.027437261601872,-0.09986189112908,"negative"
"PLEKHN1",2.27214471598665,0.0769889349793452,0.174483141259922,0.16052610681323,"positive"
"PERM1",0.967656326183214,0.435056621210652,0.0825810468618179,0.343132300759974,"positive"
"HES4",0.505233129079373,0.732060037354109,0.0448887307162067,-0.0977043781121787,"negative"
"ISG15",0.986177804218335,0.425247812736168,0.0840288738522582,-0.202662208492947,"negative"
"AGRN",1.587595205622,0.194884077889842,0.128679469472184,0.229590424204184,"positive"
"LOC100288175",3.1212588808695,0.024324478337806,0.225016266200192,0.0538303025149258,"positive"
"LOC105378948",2.86700723630644,0.0342763976491987,0.210546061006875,0.0804704685589606,"positive"
"C1orf159",0.315395655459563,0.866116568271782,0.0285028809886206,0.149737283871559,"positive"
"LINC01342",0.0356573858248299,0.997472996311801,0.00330600023246548,0.0256900059013657,"positive"
"MIR200B",2.54632295273583,0.0529786348244235,0.191505799143658,0.254538543447399,"positive"
"MIR200A",1.3912011987308,0.253035615215057,0.114585136672987,0.101876784079594,"positive"
"MIR429",1.00199571351651,0.417011655947619,0.0852617494034712,0.0208832046951719,"positive"
"TTLL10-AS1",1.92743397689029,0.123143721584138,0.152036601445041,-0.02766939247708,"negative"
"TTLL10",0.871896302865007,0.488608474305688,0.0750218621938718,-0.0394039737182773,"negative"
"TNFRSF18",0.581320174178324,0.677780593963027,0.0513020694184451,0.0914249583157681,"positive"
"TNFRSF4",1.24005039762091,0.308298582851588,0.103423284848491,-0.0154568473580162,"negative"
"SDF4",2.63819434290447,0.0467533660788826,0.197053783007166,-0.11231064767247,"negative"
"B3GALT6",2.59408957618845,0.0496438681812684,0.194399892280206,-0.138066293894363,"negative"
"C1QTNF12",3.36892781237936,0.0174588164251074,0.23861073993349,-0.326535342885007,"negative"
"UBE2J2",0.460572606305167,0.764194892516786,0.0410837717643546,-0.00692406216592698,"negative"
"SCNN1D",0.868599003702379,0.490536632110317,0.0747593581141402,0.157138802996311,"positive"
"ACAP3",1.50460972427763,0.217728181033627,0.122779081352288,0.0607716168379135,"positive"
"MIR6726",7.83491829662518,7.78200736886879e-05,0.421573997344283,0.241270521897672,"positive"
"PUSL1",0.552982534844786,0.697876245551295,0.0489235945592284,0.271898925754986,"positive"
"INTS11",0.383133914207396,0.819465856881135,0.0344138422442278,0.102126379676586,"positive"
"CPTP",1.82113020049204,0.142253770690082,0.144866067843348,-0.238261913460437,"negative"
"TAS1R3",2.03690977043525,0.106101742574165,0.159296484217384,-0.143270781468773,"negative"
