"Gene","F_Statistics","P_Value","R_squared","Slope_value","Slope_direction"
"DDX11L1",0.173107004762269,0.914013020534759,0.0116650704111177,0.073822174066077,"positive"
"WASH7P",0.836057121250047,0.481353652383711,0.0539296921423379,-0.319733082452415,"negative"
"MIR6859-1",0.677924095381207,0.570237315454432,0.0441800049212086,-0.0271893950017494,"negative"
"MIR1302-2",2.23471746810573,0.0974897865847069,0.13222097375493,0.259461332024463,"positive"
"FAM138A",1.26306181013971,0.298708067020256,0.0792896006971319,0.18897293030151,"positive"
"OR4F5",1.88889806311565,0.145382185745696,0.114094450654266,0.708632701240101,"positive"
"LOC100996442",0.67927828409022,0.569424935529892,0.0442643503720321,0.134153092252754,"positive"
"LOC729737",3.5360678019242,0.0222016278023781,0.194260252932093,0.062077429941768,"positive"
"DDX11L17",0.260318142062114,0.853574992372427,0.0174394323701522,0.0439130444597235,"positive"
"WASH9P",0.611280844866324,0.611283192380904,0.0400106653334737,-0.238422171823118,"negative"
"MIR6859-2",1.50128334668017,0.227409615648789,0.0928555163419508,0.0123518660648572,"positive"
"LOC112268260",0.278758911665907,0.84042048187522,0.0186517881478092,-0.0074031131516235,"negative"
"OR4F29",0.0809138472363901,0.970052487819321,0.00548658453907811,-0.352071852935894,"negative"
"LOC100132287",0.807413317511496,0.496556217638002,0.0521784376413367,0.0790147151638821,"positive"
"MIR12136",1.05284273654414,0.378787312534085,0.0669768190303122,0.375547577367271,"positive"
"OR4F16",0.0868131912547968,0.9669029191658,0.00588425185724471,-0.350763092398126,"negative"
"LOC100288069",0.668907639811455,0.575668554603477,0.0436180364975893,0.177755323483818,"positive"
"LINC01409",0.448132299306325,0.719861225601216,0.029648578212332,0.0199476783106568,"positive"
"FAM87B",1.71917635660979,0.176892355439263,0.104918395359193,-0.0377650604062126,"negative"
"LINC00115",0.863939927267354,0.466933828800117,0.0556282152948742,-0.276598815844133,"negative"
"LINC01128",0.59037917705723,0.624577914720761,0.0386955104614886,-0.449832236611703,"negative"
"LOC107985728",0.499882203638392,0.684300426366627,0.0329595221637484,-0.0377650604062126,"negative"
"SAMD11",3.59659871893601,0.0207539079144018,0.196930759259036,-0.144168374480394,"negative"
"NOC2L",0.917677389995902,0.440185782282911,0.0588845694537641,-0.300056682824531,"negative"
"KLHL17",0.2694338721888,0.847080948611622,0.0180391040812749,-0.30452281047159,"negative"
"PLEKHN1",1.52426223798651,0.221476839363787,0.0941429764136906,-0.325485103233721,"negative"
"PERM1",0.503949066895975,0.681545944180521,0.0332187615681983,0.294614568149244,"positive"
"HES4",0.0456399197577682,0.986882357748786,0.00310215937179298,0.112256496555997,"positive"
"ISG15",0.0110020783215147,0.998395212330994,0.000749579412961709,0.00502484927498813,"positive"
"AGRN",0.570367589759463,0.637488359821342,0.0374329794211045,-0.442095101947535,"negative"
"LOC100288175",0.267432885350733,0.848508013198393,0.0179075333212578,0.000788183481933808,"positive"
"LOC105378948",0.288906436087493,0.833157015729234,0.0193176439379838,0.0336132909676938,"positive"
"C1orf159",1.29896337399027,0.286735308187478,0.0813599820791553,-0.37243171182437,"negative"
"LINC01342",0.581510489401234,0.630277856185394,0.0381363938423175,-0.120338830893689,"negative"
"MIR200B",1.95019193092598,0.135434611104347,0.117362251082073,0.22376072131791,"positive"
"MIR200A",0.737292565766376,0.535448737647704,0.0478638351764789,0.0717987432591774,"positive"
"MIR429",0.815640944024509,0.492148918543893,0.0526821301148464,-0.263300922517851,"negative"
"TTLL10-AS1",1.53999550461124,0.217502174835408,0.0950223734126133,0.1965855539286,"positive"
"TTLL10",1.01481020364186,0.395235067184327,0.0647139432104966,-0.0604524966662717,"negative"
"TNFRSF18",2.50414798837673,0.0714867778173097,0.145837459589678,0.387031539260127,"positive"
"TNFRSF4",0.937589959719602,0.430618400194353,0.0600855255183492,0.117589391067715,"positive"
"SDF4",1.13555427994489,0.345155671267475,0.0718604228976047,-0.211866520035279,"negative"
"B3GALT6",0.413055000514508,0.744440672549858,0.0273914207192207,-0.182354358598725,"negative"
"C1QTNF12",1.20889085210677,0.317673569437541,0.0761479305956478,-0.292508833338578,"negative"
"UBE2J2",0.444565449885588,0.722344603337323,0.0294195368356911,-0.0356928231256092,"negative"
"SCNN1D",2.26834895351973,0.0937798795478641,0.133944308313237,-0.556391963854712,"negative"
"ACAP3",0.669095567441782,0.575554958493131,0.0436297562017256,-0.44598180245505,"negative"
"MIR6726",1.05078090431405,0.379662796827335,0.0668544240131024,0.182579457460432,"positive"
"PUSL1",0.310658743061184,0.817552747439642,0.0207419371992419,-0.31912536050894,"negative"
"INTS11",0.975004971770413,0.413136547363573,0.0623338089628786,-0.332973840920496,"negative"
"CPTP",3.72318319144516,0.0180326089657278,0.202458596463356,-0.395707310327387,"negative"
"TAS1R3",0.107484985877244,0.955280645364364,0.00727520526423838,-0.031480510792288,"negative"
"DVL1",3.8274493965626,0.0160688995317546,0.206954978733614,-0.608032782697819,"negative"
"MIR6808",0.0309893846927008,0.992557471836196,0.00210845760605717,-0.00221655264590257,"negative"
"MXRA8",1.93437664315389,0.137934210503229,0.116521390074899,-0.513182584358376,"negative"
"AURKAIP1",1.17025967730055,0.331884546346933,0.0738943688872014,0.0478629174754348,"positive"
"CCNL2",0.644634412181753,0.59048116343246,0.0421018703023399,-0.272581323408066,"negative"
"MRPL20-AS1",0.438300831752803,0.726715463504265,0.0290169993281128,-0.196905833294011,"negative"
"MRPL20",0.526985996226664,0.666062671012497,0.0346846152086716,0.0242513973517215,"positive"
"ANKRD65",0.724862122283119,0.542592039814745,0.0470948748641219,-0.292627206848471,"negative"
"TMEM88B",0.594925748455515,0.62166933873954,0.0389818920773971,-1.98602732259782e-16,"negative"
"VWA1",0.44088900832541,0.72490827580928,0.0291833449308564,-0.161205969091621,"negative"
"ATAD3C",0.666707139055628,0.576999931829611,0.0434807856055018,-0.505677518238425,"negative"
"ATAD3B",0.67240241409682,0.573558821178671,0.0438359336252074,-0.437875424065856,"negative"
"ATAD3A",0.413602307002457,0.744054640994797,0.027426719491849,-0.352506345276969,"negative"
"TMEM240",0.556773322571667,0.646357726738192,0.0365734238099442,0.144157878906922,"positive"
"SSU72",1.14517472460988,0.341428246431521,0.0724251335610842,-0.0511550867483938,"negative"
"FNDC10",0.352047278028541,0.78785228096508,0.0234405741613374,-9.51638092078121e-17,"negative"
"LOC105378586",0.290932255309944,0.831705410353226,0.0194504650664545,1.11714036896127e-16,"positive"
"MIB2",2.09378702555881,0.114719453599734,0.124924245131266,-0.47779304429602,"negative"
"MMP23B",1.7139632915841,0.177960682798879,0.104633539488559,-0.113009600278053,"negative"
"CDK11B",2.14116540696931,0.108608826795615,0.127390932845399,0.258176913026527,"positive"
"SLC35E2B",0.0900198689110955,0.96515767183063,0.00610027655558457,-0.090429256235809,"negative"
"MMP23A",1.93520267497322,0.137802521018437,0.116565347862331,-0.132878177103949,"negative"
"CDK11A",1.3390449099222,0.273909231134219,0.0836604423061571,0.333592701137093,"positive"
"SLC35E2A",0.144565859137508,0.932618568929091,0.00976055563813783,-0.1308199858943,"negative"
"LOC112268218",1.71193117524967,0.178378857214617,0.104522450076189,-0.00668082226480057,"negative"
"NADK",0.451349884811803,0.717624350470249,0.0298550992635117,-0.192264011910835,"negative"
"GNB1",0.848766058755381,0.474734928810534,0.0547046333657634,-0.282465151388358,"negative"
"CALML6",0.452205152742907,0.717030303995937,0.0299099799339767,-0.0272280158222864,"negative"
"TMEM52",1.79431772019362,0.162181347910698,0.109004278117529,-0.441853182879742,"negative"
"CFAP74",0.416916186417118,0.74171885107059,0.0276403948901226,-0.409516962349123,"negative"
"GABRD",0.355461569967992,0.78540719539125,0.0236625306593458,0.0279784491585292,"positive"
"PRKCZ",0.0858749457680744,0.967409220772935,0.0058210271846101,-0.210021088960758,"negative"
"PRKCZ-AS1",0.675272807038308,0.571830357334384,0.044014826690959,-0.180122290120527,"negative"
"FAAP20",0.198979383494461,0.896525705308728,0.0133851823743849,-0.111732063536429,"negative"
"LOC112268219",1.60537816388183,0.201719481474027,0.0986586615634169,-0.445568340507216,"negative"
"LOC105378593",0.683581484169759,0.566849245723449,0.0445322757946757,-0.0267176190241241,"negative"
"SKI",0.747933125775835,0.529393467174074,0.0485210862329707,-0.568407157332426,"negative"
"MORN1",0.59610349073782,0.620917405986666,0.0390560484492803,0.535896654523466,"positive"
"LOC100129534",1.54669948874761,0.215829818452806,0.0953965681106331,-0.202551371162549,"negative"
"RER1",1.9181881695988,0.140540608183533,0.11565902677691,-0.0978485148843509,"negative"
"PEX10",1.19096847909546,0.324194096195874,0.0751037886890553,-0.343836207206012,"negative"
"PLCH2",1.12187178084974,0.350521985046619,0.0710560882236835,-0.0984228692240677,"negative"
"PANK4",0.0433733983494279,0.987821039741205,0.00294855745856056,0.0622167221131712,"positive"
"HES5",0.42426138697666,0.736551570112759,0.0281136710392197,-2.89628984545515e-17,"negative"
"TNFRSF14-AS1",0.870586846661517,0.463551176352137,0.0560322225491596,0.266868870771365,"positive"
"TNFRSF14",1.80469820926226,0.160246970896218,0.109565796329339,-0.197397635342452,"negative"
"PRXL2B",0.0600550140541126,0.980469317457179,0.00407796218032236,-0.0628129338535211,"negative"
"MMEL1",3.28137076430725,0.0295303581549,0.182826160070538,-0.126160881651405,"negative"
"TTC34",1.49811506953075,0.228239670506333,0.0926777171495025,-0.415108422838085,"negative"
"PRDM16-DT",0.306000121394934,0.820897144753501,0.0204372491371358,-0.117640167020645,"negative"
"PRDM16",2.26921520873949,0.0936862328554377,0.133988606287742,0.473181389282552,"positive"
"ARHGEF16",1.25756191629958,0.300583631017132,0.0789716066776864,-0.0921272333920324,"negative"
"MEGF6",4.81010846959135,0.00554110782250519,0.246966370764164,-0.396229182992078,"negative"
"TPRG1L",3.06936924106902,0.0375117344261587,0.17305835740501,-0.0133985591202097,"negative"
"WRAP73",0.165610178323431,0.918978662779606,0.0111655263756332,-0.130331061241935,"negative"
"TP73",1.15079012743911,0.339269894939111,0.0727544346995115,-0.683941530690121,"negative"
"TP73-AS1",0.884705420619431,0.456435868305097,0.0568892195269841,-0.00799038605089994,"negative"
"CCDC27",0.711983139406371,0.550071897921732,0.046296856251009,-0.325397972569283,"negative"
"SMIM1",5.35471531033678,0.0031254348625351,0.267449835205542,-0.262346780635907,"negative"
"LRRC47",1.51364578282189,0.224198832744316,0.0935486127073977,-0.086609890913884,"negative"
"CEP104",0.0613485569841032,0.979859625369252,0.0041654327519697,0.0346679144962045,"positive"
"DFFB",0.403361908847386,0.751289384700363,0.0267658357000579,-0.0879613058797404,"negative"
"C1orf174",0.124204449287224,0.945312839165116,0.00839737215702282,-0.25745199806876,"negative"
"LINC01134",0.0870658979700789,0.966766212142477,0.00590127939412209,0.0548736761056089,"positive"
"AJAP1",0.763685521288945,0.520529992826069,0.0494924232439134,0.405993483058742,"positive"
"NPHP4",0.503471061987692,0.681869374620725,0.0331882986821341,-0.417500811056756,"negative"
"KCNAB2",1.07850312460016,0.368044609703976,0.0684973956392874,-0.111617346812632,"negative"
"CHD5",0.18505449872548,0.906000128508516,0.0124601382334526,-0.0849363755229591,"negative"
"RPL22",0.330904510592826,0.803015718889938,0.0220638733220063,0.15599094080686,"positive"
"RNF207",0.853101606996829,0.472494725076402,0.054968707776682,-0.292988937371918,"negative"
"ICMT",1.32760633328542,0.277512532910568,0.0830051064708846,0.0080770960539948,"positive"
"GPR153",0.629560718848524,0.599818733629547,0.0411579079587093,-0.326960368377941,"negative"
"ACOT7",0.14750396990578,0.930743311931033,0.00995695091709218,-0.0821680699455078,"negative"
"HES2",0.445328385787346,0.721813094829023,0.029468537029135,1.28781459199702e-15,"positive"
"ESPN",4.91813742879418,0.0049412280777174,0.251120072726898,-0.75921956555941,"negative"
"TNFRSF25",0.832003118153259,0.483481272766083,0.0536822275527258,0.342316149407161,"positive"
"PLEKHG5",0.681859570087688,0.567878840409761,0.044425084178758,-0.0533884420595884,"negative"
"NOL9",0.968775356700621,0.416002844475123,0.0619602154677033,0.0223475915714414,"positive"
"TAS1R1",0.167018104506846,0.918050020373966,0.0112593807326561,-0.149288352466015,"negative"
"ZBTB48",1.66354627695129,0.188627582147875,0.101869233591435,-0.5537240176248,"negative"
"KLHL21",1.24370574773954,0.305358407543301,0.0781694931674517,-0.301971749881423,"negative"
"PHF13",0.309707043376578,0.818236030424799,0.020679708544458,0.173582604754963,"positive"
"THAP3",1.42072877705137,0.249453242343589,0.0883131630612182,-0.167064856426438,"negative"
"DNAJC11",0.761218304740721,0.521910281992732,0.0493404187386342,-0.244426901540922,"negative"
"CAMTA1",0.412158471133304,0.745073180090061,0.0273335931259057,0.18603820533965,"positive"
"VAMP3",0.795671899238423,0.502902451562274,0.0514587037301656,0.0955487856084215,"positive"
"PER3",0.291525866693796,0.831279973034618,0.0194893778806243,-0.185456935084317,"negative"
"UTS2",0.247532794846166,0.862647846605863,0.0165971224593678,0.269461664472845,"positive"
"TNFRSF9",0.546697110048317,0.652982343690209,0.0359353209501945,0.0407185804780186,"positive"
"PARK7",3.18553087874762,0.0328967619813178,0.178439145693069,0.0104786250823377,"positive"
"ERRFI1",2.70102056309664,0.0570458828824736,0.155519875926131,-0.213450246173954,"negative"
"SLC45A1",1.33367385648192,0.275595569902513,0.0833528420568562,-0.535438823136486,"negative"
"RERE",1.28173893209561,0.292421368902422,0.080367841422034,-0.00120845655335675,"negative"
"ENO1",3.34645449018675,0.0274481036343125,0.185778714363087,-0.171799480745486,"negative"
"CA6",0.535939436132567,0.660101534955957,0.0352531291351346,0.234788419590003,"positive"
"SLC2A7",4.2482247896953,0.0101358037256696,0.224596836809572,0.261114978964208,"positive"
"SLC2A5",0.886045239689029,0.45576555425412,0.0569704656669517,0.313809022290939,"positive"
