"Gene","F_Statistics","P_Value","R_squared","Slope_value","Slope_direction"
"A1BG",0.94547098228416,0.44167686668098,0.0412051242275281,-0.0548362182789078,"negative"
"NAT2",1.18090954210827,0.324790462636251,0.0509431927148129,-0.0824339991482004,"negative"
"ADA",2.71965939486031,0.0346104574446898,0.110020099849182,0.193671305281049,"positive"
"CDH2",0.959786015744137,0.433739306400766,0.0418029164159451,-0.00283449975919303,"negative"
"AKT3",0.126903969281159,0.972334782699044,0.00573527907281291,0.0301241487566435,"positive"
"ZBTB11-AS1",1.06841966493101,0.377035443318323,0.0463152517792644,0.121040745617725,"positive"
"MED6",0.504730685646704,0.73233316794626,0.0224277594207611,0.0244815666577407,"positive"
"NAALAD2",0.430054846309597,0.78656441133851,0.0191731517937128,-0.117085295865636,"negative"
"MIR675",0.881232047008516,0.47862582317897,0.0385133127970584,-0.738739105099803,"negative"
"PDZK1P1",0.709360886456361,0.587674420497945,0.0312364971433175,0.131728329531968,"positive"
"HMGN1P3",0.657432049632425,0.623212012764632,0.0290161765990198,0.00243304847734075,"positive"
"HMGN1P4",0.662504257008922,0.619695965976064,0.0292334973000182,-0.0427005209882968,"negative"
"DDTL",1.00586547175039,0.408925679102031,0.0437221313401802,-0.0241653499892799,"negative"
"NAALADL1",1.43614824102396,0.228754129520496,0.0612791925641622,0.0139546773172492,"positive"
"GUSBP17",0.654478164275381,0.625263842488159,0.0288895713920019,-0.0334672412581925,"negative"
"SIGLEC14",0.446263003421905,0.774837267092085,0.0198813942148799,0.11400435421475,"positive"
"NINJ2-AS1",2.21737483123536,0.0735296869669309,0.0915613210221039,0.129277535939552,"positive"
"ACOT8",0.393297896719462,0.812939880299515,0.0175631967445527,-0.00215758754797617,"negative"
"ABI1",1.75996498860808,0.144115559233556,0.0740727096799979,0.0535128151108064,"positive"
"GNPDA1",2.18889460442767,0.0767122869507671,0.0904917169727549,-0.0107479141093655,"negative"
"KCNE3",0.450365322309967,0.771862712878494,0.0200604897000236,-0.144694915012881,"negative"
"ZBTB33",3.88549105018383,0.00593182883799288,0.15010304585882,-0.0134170426882879,"negative"
"SNHG8",0.94327865467274,0.442902065212544,0.0411135073094981,-0.108309681674913,"negative"
"GTF2IP4",1.06736097645289,0.377558074851437,0.0462714819238513,-0.105243027131027,"negative"
"CDH3",1.86599576962685,0.123509379970431,0.0781863781272274,0.11035503960037,"positive"
"TANK",1.6408448356304,0.171120134597338,0.0694071995750928,-0.11922374645662,"negative"
"LOC100101148",0.190524642025783,0.942766196733222,0.00858585567936305,-0.063550571423134,"negative"
"HAVCR1P1",0.363184119064025,0.83420637457295,0.0162402686992332,-0.032815643271881,"negative"
"POM121C",0.642140777582455,0.633866183788959,0.0283604268646817,-0.0126029646639481,"negative"
"ZSCAN30",0.484737059589207,0.746880318162738,0.0215584935818708,-0.0658704620909876,"negative"
"MCTS2",0.75407041030668,0.557966319241233,0.0331400227172153,0.0775749879168159,"positive"
"SRA1",1.36379800635588,0.25302158448505,0.0583722734627681,-0.0372429811721376,"negative"
"SNORD19B",0.257965432737997,0.904066769006987,0.0115898029187596,0.0550298240054312,"positive"
"UCKL1-AS1",0.411517338762596,0.799912022435516,0.0183618687009131,-0.0347591588919497,"negative"
"TMEM170B",1.36707473781052,0.251874550084488,0.0585043165714895,-0.0683390177257584,"negative"
"FGF7P8",0.663959139917108,0.618689146047053,0.0292958143728605,-0.0944904110274199,"negative"
"NRBF2P5",0.885464516394454,0.476124967913518,0.0386911314716874,-0.00748469154785169,"negative"
"SNORD58C",1.71455284738807,0.153900394643008,0.0722996068457141,-0.00821293024337133,"negative"
"ZGLP1",0.768048431893428,0.548861535009171,0.0337336084904645,0.0172733030013252,"positive"
"HNRNPRP1",0.420283901806285,0.793609861656738,0.0187456993696866,-0.0002933472492917,"negative"
"FAM86JP",0.785867904592783,0.537386701496021,0.0344892679920426,-0.0482149873086568,"negative"
"MIR147B",0.696599851485008,0.59630968072721,0.0306918153398836,-0.0339680359800381,"negative"
"MIR877",0.886373867621285,0.475588869724258,0.038729327448211,0.0731545295532842,"positive"
"MIR922",0.23286736739484,0.919188441747744,0.0104740141497154,0.00336877587313119,"positive"
"NAV2-AS6",5.38791519692788,0.000629213210416108,0.196726007006632,0.0829500693202956,"positive"
"EGOT",3.29582097994215,0.014475980999728,0.130291125263557,0.0083286761707472,"positive"
"GHRLOS",0.321503821819449,0.862880672504295,0.0144033226607778,-0.0742728727076696,"negative"
"ATF4P4",0.604905243413202,0.660123159961449,0.0267599105990265,0.0321257401588909,"positive"
"C8orf88",0.708550593276347,0.588220750307056,0.0312019294391311,0.0505455913610455,"positive"
"WWTR1-AS1",1.42559312058197,0.232158693387126,0.0608562230737897,0.10418129619896,"positive"
"SMARCA5-AS1",0.219080931789298,0.927152399116725,0.00986003572613367,0.0411542216343766,"positive"
"RPS7P10",0.693920923815951,0.598130863756834,0.0305773923398015,-0.192170059139338,"negative"
"FAM229A",0.602251383828395,0.662009949023351,0.0266456369147057,-0.106595868209785,"negative"
"JAZF1-AS1",0.671288776948669,0.613628572528514,0.0296096434372629,-0.131405897921314,"negative"
"RPS4XP17",1.93121353176335,0.11226173020238,0.0806985207499023,-0.281747370738325,"negative"
"TMPO-AS1",2.22241255602253,0.0729802625331894,0.0917502561267359,-0.0229075659284898,"negative"
"ZNF667-AS1",0.178814106551045,0.948788377101078,0.00806238357434217,-0.100776800052607,"negative"
"LOC100128276",0.203583027554511,0.935782253004558,0.00916892680347426,-0.0756218428507438,"negative"
"RPL35AP20",2.06920279946555,0.0916114588706295,0.0859688962989457,0.138079488638694,"positive"
"DNM1P35",3.40342730632463,0.0122988492244472,0.133975123328232,-0.0821159160439583,"negative"
"LOC100128288",1.27718710368592,0.285067344237599,0.054868618703661,-0.20711575515097,"negative"
"DLG5-AS1",0.931847612193048,0.449331523277459,0.0406355226125599,0.0891257230502729,"positive"
"LOC100128340",3.19999282817929,0.0167373395460502,0.126983878527178,-0.0948580476724846,"negative"
"LOC100128361",6.70398714430318,9.31778825323054e-05,0.233555955505425,0.04808001895137,"positive"
"FAM225B",1.72396845778319,0.151821640606798,0.0726677942120431,0.30594302226343,"positive"
"RPL35AP36",0.828016247640605,0.510854445926346,0.0362719317639431,-0.114514005392923,"negative"
"LOC100128398",0.665091217626062,0.617906246519592,0.0293442991797376,-0.0361017782469697,"negative"
"RAB28P5",0.46350228442123,0.762324309955307,0.0206335716734018,-0.0738745813776447,"negative"
"LINC00892",0.47044519776667,0.757277198869909,0.020936176102707,0.0774328339080067,"positive"
"ASTN2-AS1",0.956921149093929,0.435319168820364,0.041683339977482,-0.153248007462842,"negative"
"UQCRFS1P1",1.28564495706163,0.281788033211043,0.0552119110049276,-0.0441177028584076,"negative"
"KIAA1671-AS1",0.763227640192312,0.551991449916749,0.0335289727913939,0.0605349167697045,"positive"
"CTAGE4",0.151187913827895,0.962003380406471,0.00682527340818215,-0.105337630489717,"negative"
"RANBP3-DT",0.474965505284901,0.753989639711582,0.0211330916246886,-0.0838416477195277,"negative"
"TEKTIP1",0.409731304946285,0.801193512419581,0.0182836330954066,0.0690483554846893,"positive"
"NDUFB9P2",0.287822534639884,0.885169243338963,0.0129138920678567,0.115260124152244,"positive"
"CDC42P3",1.34710166248849,0.258938759794725,0.0576988819410016,-0.0834999526821882,"negative"
"ACVR2B-AS1",0.778150445253927,0.542337955848796,0.0341621435473512,-0.152066974147935,"negative"
"LOC100128653",1.35163775159064,0.257319119287851,0.0578819252837447,0.103495852384204,"positive"
"HPN-AS1",1.73262813922034,0.149933116060394,0.0730061638793815,-0.104185099190074,"negative"
"OST4",0.381975964058655,0.820979111843132,0.0170662306434445,0.0669810201215635,"positive"
"RBPMS-AS1",0.0979673655228171,0.98285047813912,0.00443332021911054,-0.0528887896004697,"negative"
"NEDD8P1",1.24541006172622,0.297687021815027,0.0535766010760465,-0.077961881913587,"negative"
"SHLD2P2",0.154417450923147,0.960535093721765,0.00697005241799813,0.0366776873022813,"positive"
