"Gene","F_Statistics","P_Value","R_squared","Slope_value","Slope_direction"
"DDX11L1",1.08507570592461,0.357136608861779,0.0199394970393535,-0.0600335528131589,"negative"
"WASH7P",0.931274009740706,0.427079504738536,0.01716172023236,-0.0864407032369636,"negative"
"MIR6859-1",0.857735001307678,0.464424875710049,0.015827977334032,-0.0111097824558955,"negative"
"MIR1302-2",0.334413862860311,0.800471606216566,0.00623118875546968,-0.0126798989077557,"negative"
"FAM138A",0.442116982773649,0.723205827442789,0.00822153938599794,0.0137699937349192,"positive"
"OR4F5",1.00247257350485,0.393359082571689,0.0184495758694303,-0.0938620140968269,"negative"
"LOC100996442",0.864281573963595,0.460994932599148,0.0159468562489681,-0.040806336554504,"negative"
"LOC729737",0.150580708232896,0.929193494145722,0.0028154392013245,-0.0178233542797885,"negative"
"DDX11L17",1.46069120257324,0.227338091132893,0.0266578557597289,-0.105819550364105,"negative"
"WASH9P",0.561899491914889,0.640920124418537,0.0104257735324534,-0.0621937445775956,"negative"
"MIR6859-2",0.833947203148451,0.47706282669037,0.0153957738858015,-0.00630915865000147,"negative"
"LOC112268260",1.64291720171857,0.18160983400266,0.029884126067693,-0.0355704548632113,"negative"
"OR4F29",2.98164777600421,0.0330918196810327,0.0529459074169844,-0.00526895772728107,"negative"
"LOC100132287",0.483922543678212,0.693922098144294,0.00899195872758951,-0.0706143047290435,"negative"
"LOC105378947",1.14422707442977,0.333033213472412,0.0210036401385316,-0.0167394501205306,"negative"
"MIR12136",1.12806314033202,0.339471880434963,0.0207130777646785,-0.0543306927658863,"negative"
"OR4F16",3.37524250960003,0.0198972538782087,0.0595190843612172,-0.017130763766354,"negative"
"LOC100288069",2.32846701133154,0.0765490621956487,0.0418324056518722,-0.0454687833902639,"negative"
"LINC01409",7.01080554893776,0.0001848469170701,0.116180389326883,-0.153187637922283,"negative"
"FAM87B",0.820974819380352,0.484070597929276,0.0151599170478778,-0.00618848524226527,"negative"
"LINC00115",0.58576095005971,0.625183740689849,0.0108637015855833,0.134651008423165,"positive"
"LINC01128",1.16831565088472,0.323640268599796,0.021436335829454,0.0632026719836254,"positive"
"FAM41C",11.7964795629391,5.06032174022967e-07,0.181122577178696,-0.0183647941715757,"negative"
"LOC284600",0.114168951853748,0.951707711376473,0.0021360951769937,0.00114101207859673,"positive"
"LOC107985728",4.71013927875686,0.00353167339982532,0.0811484748721901,0.018877828664369,"positive"
"SAMD11",12.2101957123687,3.08964404150699e-07,0.186291398863415,0.136445249623013,"positive"
"NOC2L",1.19924895802133,0.311927403425795,0.0219914206815666,-0.0777732821799618,"negative"
"KLHL17",1.26149825694407,0.289511049469563,0.0231065509352853,0.0191845607101028,"positive"
"PLEKHN1",6.07602236553117,0.000608545529673701,0.102273830342976,0.0797569587583235,"positive"
"PERM1",6.77969974585797,0.000247910655422273,0.112782526493491,-0.0271764633739523,"negative"
"HES4",1.91825039836856,0.128747496798888,0.0347184690249506,0.0495267678402967,"positive"
"ISG15",1.04848331415742,0.372806849587845,0.019280034739439,-0.100342474466585,"negative"
"AGRN",8.56596133347496,2.61481660148705e-05,0.138385443316985,0.0835825247759993,"positive"
"LOC100288175",7.51418366147103,9.77763493023414e-05,0.123492034393329,0.054601788977047,"positive"
"LOC105378948",6.77309661096473,0.000250001233000224,0.11268505910668,0.0542012806075719,"positive"
"C1orf159",0.559398725465315,0.642583160295348,0.0103798546500666,0.0322019427109095,"positive"
"LINC01342",1.63565224606999,0.183252856999238,0.0297559110620165,0.0323863768519624,"positive"
"MIR200B",4.0185179295086,0.00864749168452513,0.0700677980051916,0.0185969160008056,"positive"
"MIR200A",4.94514101968435,0.00260663978121242,0.084853645785741,-0.0136882652769734,"negative"
"MIR429",1.23877647334901,0.297517902066783,0.0226998090734862,0.00099894598713534,"positive"
"TTLL10-AS1",0.953626837540342,0.416238149703738,0.0175664070071101,0.0746117653634517,"positive"
"TTLL10",1.5435187044067,0.205350191106122,0.0281269542091297,-0.0199564566424065,"negative"
"TNFRSF18",4.05162538821963,0.00828435585847407,0.0706043095348241,-0.0121853467713634,"negative"
"TNFRSF4",0.812042154493259,0.488943704554702,0.0149974424810449,-0.00911773326283188,"negative"
"SDF4",2.16868466204388,0.0938115018234548,0.0390739785754188,-0.0343693768235045,"negative"
"B3GALT6",0.80194685849185,0.494497862089114,0.0148137564939204,0.0329816519473523,"positive"
"C1QTNF12",2.13271859174792,0.098192141560946,0.0384508815343232,0.111707271670683,"positive"
"UBE2J2",0.864128139658796,0.46107508421151,0.015944070371071,0.0467162620216595,"positive"
"LINC01786",1.21532642784797,0.305991918011852,0.022279675305842,-0.0241481566939246,"negative"
"SCNN1D",0.617930811968693,0.604357423279977,0.0114535001497736,0.0316904138146782,"positive"
"ACAP3",0.714711558013518,0.544558639976407,0.0132236338881509,0.0321906768142495,"positive"
"MIR6726",0.191584412267297,0.902014943295622,0.00357934996141202,0.011733483257343,"positive"
"PUSL1",0.474095141055329,0.700757251788066,0.00881096076317771,0.050225866144267,"positive"
"INTS11",3.23274674030281,0.0239250190263206,0.0571499162765833,0.0401558611695593,"positive"
"MIR6727",3.45862561909335,0.0178614581406264,0.0608999175744327,0.0487293647419693,"positive"
"CPTP",2.1595363448666,0.0949073510747042,0.0389155644209721,-0.0722814932122377,"negative"
"TAS1R3",1.07970289448761,0.359400578553087,0.0198427246361886,-0.0781419349217228,"negative"
"DVL1",0.508618528903464,0.676890498659017,0.00944650985545335,0.0436311921750897,"positive"
"MIR6808",0.0158925772121019,0.9972584218471,0.000297897053628297,-0.00189156757499979,"negative"
"MXRA8",5.86055114177447,0.000802103596442553,0.0990060239117937,0.0447742494613653,"positive"
"AURKAIP1",1.74407121363436,0.160141228666113,0.0316658206387901,-0.169817935646724,"negative"
"CCNL2",1.03489366007021,0.378777755631365,0.0190348980884695,0.0404818108850104,"positive"
"MRPL20-AS1",0.448653829091409,0.718592669945605,0.00834208352578063,0.00981570018109973,"positive"
"MRPL20",3.02372789852443,0.0313426727173788,0.0536530442225253,-0.00665265266481613,"negative"
"ANKRD65",3.83860193881894,0.0109180162199375,0.0671413678852441,0.0230188583445024,"positive"
"TMEM88B",2.12686159436044,0.0989241356217988,0.0383493349984315,-0.00970185508839988,"negative"
"LINC01770",0.757755521297597,0.519395314252408,0.0140088790472319,0.0156607801466791,"positive"
"VWA1",0.323617410182269,0.808284580678317,0.00603122998414848,-0.0197834589825805,"negative"
"ATAD3C",2.57481454863289,0.0558567889310761,0.0460543703588403,-0.188488155623344,"negative"
"ATAD3B",0.798395009951733,0.496463804906188,0.0147491135861871,-0.0195096055979789,"negative"
"ATAD3A",0.776736087564689,0.50858507229347,0.0143547420263465,-0.103718581500073,"negative"
"TMEM240",0.355564202767778,0.785175224926281,0.00662267655111919,-0.0246152908358462,"negative"
"SSU72",0.235716687973175,0.871370056088428,0.00440024021108123,-0.0495258311756016,"negative"
"FNDC10",1.90561094314566,0.130810201740511,0.0344975988970353,0.00250252745787557,"positive"
"LOC105378586",2.18951221670048,0.0913624490238299,0.0394344381130002,0.023554213535738,"positive"
"MIB2",0.971780572456931,0.407605824385674,0.0178948261510472,0.0407962875837717,"positive"
"MMP23B",5.17177690183979,0.00194556982267552,0.0883987207450902,0.0243454873564042,"positive"
"CDK11B",1.45089980639577,0.230078523614425,0.026483893690639,-0.0449463516659937,"negative"
"SLC35E2B",1.16159345617627,0.326237309746505,0.021315625593241,0.0788549789906846,"positive"
"MMP23A",6.04445530250921,0.00063365051240683,0.101796571434804,0.0393096123892965,"positive"
"CDK11A",1.01940615625106,0.385683758856862,0.0187553776649364,-0.047172340045048,"negative"
"SLC35E2A",1.83303820944373,0.143284626389105,0.0332274564772191,0.0987578768529772,"positive"
"LOC112268218",0.85138022297526,0.467774172116442,0.0157125537277319,0.00249991730334088,"positive"
"NADK",0.909696164888735,0.43776918743738,0.0167707477495989,0.000272241314299334,"positive"
"GNB1",1.03629038663692,0.378160257975737,0.0190600985575018,0.0145179698842274,"positive"
"GNB1-DT",1.70229878510697,0.168695812452821,0.0309308482447064,0.0144865695028598,"positive"
"CALML6",1.26300278335132,0.288987869912644,0.02313347145955,-0.0496360376091656,"negative"
"TMEM52",3.29946674041825,0.0219470044602256,0.0582607029163565,-0.182341974386002,"negative"
"CFAP74",0.623619927294772,0.600722221517566,0.0115577305538825,0.0129114749562949,"positive"
"LOC107984872",0.892695684872998,0.446347546041642,0.0164624941386226,-0.0196027476227257,"negative"
"GABRD",2.70680247216089,0.0471485005103997,0.0483011404818101,-0.0314674417725662,"negative"
"LOC105378590",0.271704080724888,0.845737927737815,0.00506862962572304,-0.000343152714542349,"negative"
"PRKCZ",0.282421709456035,0.838036073827564,0.00526751342456413,0.0317224427202233,"positive"
"PRKCZ-AS1",0.235312864501572,0.871655068065483,0.00439273495231773,-0.00763547892825949,"negative"
"FAAP20",0.629764070216818,0.596812699529605,0.0116702728441861,-0.00989003683025651,"negative"
"LOC112268219",2.75038827880972,0.0445784628928755,0.0490407590607221,0.0725573241370778,"positive"
