"Gene","F_Statistics","P_Value","R_squared","Slope_value","Slope_direction"
"DDX11L1",0.177916648732218,0.949612838556151,0.00336148973920513,0.00729216104470202,"positive"
"WASH7P",0.346819838968003,0.846057271049423,0.00653183825358727,-0.0324309157730174,"negative"
"MIR6859-1",0.408903878549286,0.802125931221615,0.0076921051548297,-0.0159092191320117,"negative"
"MIR1302-2HG",0.232586067527431,0.919825246767952,0.00438985872133525,0.0315988875290065,"positive"
"MIR1302-2",0.171486325561527,0.95279196127569,0.00324039133191724,-0.0147119895758999,"negative"
"FAM138A",0.246868189616997,0.911334832860114,0.00465816562468805,-0.0298230699312485,"negative"
"LOC100996442",0.476572863736424,0.752914498255078,0.00895366427134961,0.0576296930540979,"positive"
"LOC729737",0.113476298506097,0.977680408546013,0.0021465916820401,-0.0166675377420095,"negative"
"DDX11L17",1.83171306101248,0.123907213168325,0.0335590980621103,0.0304483636410708,"positive"
"WASH9P",0.230319816311103,0.921148144110643,0.00434727115860472,0.0146618085632936,"positive"
"MIR6859-2",0.364074836426242,0.834027069364955,0.00685458303749942,0.0241982625022399,"positive"
"LOC112268260",1.11144435253062,0.3520961161822,0.020635249683541,-0.146031560337944,"negative"
"OR4F29",0.252835264567672,0.907712547105443,0.00477022150429548,0.000830598678098913,"positive"
"LOC100132287",0.4281856349285,0.788193237212652,0.00805190379882496,0.059627394987581,"positive"
"LOC105378947",1.05364998725473,0.380546927477141,0.0195832436554829,0.0581269594917668,"positive"
"MIR12136",2.26953759863321,0.0628689630845723,0.0412496668945031,-0.37305171061879,"negative"
"OR4F16",1.34615455638167,0.253957354637535,0.0248844777862841,0.00452672758893023,"positive"
"LOC100288069",0.634898041742073,0.638138012868178,0.0118928398298268,0.0571967991792839,"positive"
"LINC01409",0.409251382233427,0.801875745403335,0.00769859190248501,0.0371217130026239,"positive"
"FAM87B",0.533494202031325,0.711259379317046,0.0100123726872812,0.0608524833637592,"positive"
"LINC00115",1.73545483746957,0.143347645104994,0.0318517087293562,0.0388651613553871,"positive"
"LINC01128",1.30694691152706,0.26850285291423,0.0241772239498856,0.231446793222859,"positive"
"LOC107984850",0.202248037884019,0.936931926124765,0.00381944195720119,0.0186808306811502,"positive"
