"Gene","F_Statistics","P_Value","R_squared","Slope_value","Slope_direction"
"TSPAN6",2.14003169342719,0.105559820531545,0.255068368228418,0.26309537686216,"positive"
"TNMD",1.20874362235571,0.331900086224022,0.16205726909996,-0.216454874975024,"negative"
"DPM1",1.1169266159577,0.370761883022374,0.151613647615044,0.13522299790369,"positive"
"SCYL3",1.09300313580542,0.381539038672297,0.148849607659269,0.235035763348979,"positive"
"C1orf112",0.894830978180127,0.481699727268798,0.125241728028681,0.280474936389924,"positive"
"FGR",4.49940296675869,0.00709306812702825,0.418572359848503,-0.319960194529304,"negative"
"CFH",2.14658773548114,0.104715631355906,0.255650009635507,-0.00382186647394879,"negative"
"FUCA2",1.54619785825629,0.219497803085322,0.198327170034409,0.00922541669302162,"positive"
"GCLC",1.78653696632262,0.163113230302422,0.22230184142861,0.0902662805908446,"positive"
"NFYA",0.656541843375075,0.627828763568461,0.0950608652295136,0.101534162394637,"positive"
"STPG1",1.89240100628787,0.143130910937881,0.232413142613154,0.0572533478731356,"positive"
"NIPAL3",1.14340693676563,0.35915118142882,0.154652239021193,0.106479393541409,"positive"
"LAS1L",0.22662080559663,0.920908882899516,0.0349905934589842,0.0699237794354227,"positive"
"ENPP4",0.930808545772467,0.462046168411007,0.129624476107284,0.242405177066454,"positive"
"SEMA3F",1.53927374580787,0.221381003212582,0.197614539691367,-0.197557205908303,"negative"
"CFTR",1.14717556645777,0.357525662673348,0.155082917277183,0.0671469574571228,"positive"
"ANKIB1",0.834147682890465,0.516331146443601,0.117748488629774,0.100324823919208,"positive"
"CYP51A1",1.61355296574324,0.201983192011112,0.205193882812581,0.11502770664575,"positive"
"KRIT1",1.4537781547154,0.245978176394875,0.188709763640527,0.0730577930908966,"positive"
"RAD52",0.837096244859299,0.514605772008154,0.118115546330628,0.109462329067865,"positive"
"MYH16",0.391194414936385,0.81292085037452,0.0589042257303248,-0.0728058266188057,"negative"
"BAD",0.433565732214139,0.783045792916585,0.0648704224040761,0.100698577579238,"positive"
"LAP3",0.451060300481413,0.77064370189733,0.0673117805623997,0.162104194693722,"positive"
"CD99",0.522767166452157,0.719861669329231,0.0771866437460898,-0.0395823119349026,"negative"
"HS3ST1",1.2690579044961,0.308447183623473,0.168778844453007,0.122910529530409,"positive"
"AOC1",0.169449593084241,0.951950274153282,0.0263962806510376,0.337941315711525,"positive"
"WNT16",3.48578526873899,0.0214924097061486,0.358038429620221,-0.0546528844476921,"negative"
"HECW1",2.689919692462,0.0542672677147115,0.300888574505887,0.0829090673504265,"positive"
"MAD1L1",0.48659980665089,0.745431187934452,0.0722322567195518,0.209611829641035,"positive"
"LASP1",1.01561597586744,0.418312235552155,0.139783877821342,-0.00353199469327627,"negative"
"SNX11",0.451710734776899,0.770182269294872,0.0674023025841531,0.0665996559547554,"positive"
"TMEM176A",2.4493133330124,0.07244683498803,0.281552490323308,0.208745224857522,"positive"
"M6PR",0.816589639159736,0.526694584922628,0.115556397195413,0.0248594499298545,"positive"
"KLHL13",1.02864043887105,0.411916093095553,0.141323156090755,-0.0489667621289091,"negative"
"CYP26B1",0.593247521441314,0.670724392590906,0.0866909343235864,-0.295945878778394,"negative"
"ICA1",1.21762472177168,0.328345914990545,0.163053817932458,0.62228609177063,"positive"
"DBNDD1",3.24175086179307,0.028406203305477,0.341533496716819,0.161631081499389,"positive"
"ALS2",1.41901998352159,0.256721021242457,0.185032766451337,0.0840209395187434,"positive"
"CASP10",1.71621528075017,0.177919773576364,0.215436718726054,-0.0677251794202044,"negative"
"CFLAR",0.302843112503272,0.873274732608671,0.0462155292449207,-0.0889172970972041,"negative"
"TFPI",1.03366877767543,0.409469347462206,0.141915950495119,-0.0340979613368054,"negative"
"NDUFAF7",1.5074767647386,0.230234612257102,0.194325656454531,0.10451974118135,"positive"
"RBM5",0.704528504902136,0.596312433864391,0.10130499923978,0.103883352440109,"positive"
"MTMR7",0.282629488180503,0.886435465726282,0.0432642764589458,-0.0972339010789322,"negative"
"SLC7A2",1.50084805614032,0.232123528509358,0.193636624698291,-0.136396935112037,"negative"
"ARF5",0.391783419493178,0.812508056704403,0.058987683690998,0.0788852161930654,"positive"
"SARM1",1.27768763693699,0.305220801993395,0.1697317554288,-0.203226460858823,"negative"
"POLDIP2",5.134328751938,0.00368690239448921,0.450999691225885,0.0787942747398532,"positive"
"PLXND1",3.7115827885525,0.0166728753700594,0.372589664447473,-0.66171102477688,"negative"
"AK2",1.98402163303568,0.127850717941227,0.24095414385063,0.26684016955538,"positive"
"CD38",1.74927937033391,0.170796911310584,0.218679619669402,-0.212262806882664,"negative"
"FKBP4",1.86007438913525,0.14895492539062,0.229353554589724,-0.218801614635863,"negative"
"KDM1A",0.873937636264663,0.493414186990615,0.122676205335635,-0.102869278884259,"negative"
"RBM6",1.21587330030404,0.329044031961227,0.162857478475361,0.040940666043282,"positive"
"CAMKK1",2.71102215945077,0.0529190366700389,0.30253492416505,-0.0627043474319803,"negative"
"RECQL",0.714908748140579,0.589621974404345,0.102644381138725,0.250338416897073,"positive"
"VPS50",3.20018897831274,0.0298017837046678,0.338637564355259,0.183528533169258,"positive"
"HSPB6",5.76407290831386,0.00198288167874967,0.479776754503052,0.00698728174183474,"positive"
"ARHGAP33",0.966576000284055,0.443158334378275,0.13393831094497,-0.240214371722884,"negative"
"NDUFAB1",3.00852698554057,0.0372421111159497,0.324946613023768,0.105565819487141,"positive"
"PDK4",2.97944885716148,0.0385322125163182,0.322819802490114,-0.224419878331747,"negative"
"SLC22A16",0.435937089087004,0.781366041101245,0.0652020925830359,0.0312793116973685,"positive"
"ZMYND10",0.814176954094132,0.528130531700153,0.115254326071527,-0.13358037660923,"negative"
"SLC25A13",3.72803833031528,0.0163697487237776,0.373624374541512,0.120007212576958,"positive"
"ST7",5.92861219237644,0.00169383681383341,0.486805236814062,0.00510006946757149,"positive"
"CDC27",0.442883258277263,0.776443019371352,0.066172267046424,0.054383207928127,"positive"
"SLC4A1",0.969375105242335,0.441707545573365,0.134274101443825,0.117081428104591,"positive"
"CALCR",1.62408655498964,0.199372038378364,0.206257137719738,0.210302388389462,"positive"
"HCCS",1.09923197746637,0.37870654044038,0.1495710001857,0.20675790472409,"positive"
"DVL2",0.78432547025021,0.54613207882958,0.111499741313834,0.151626901764275,"positive"
"PRSS22",1.49958183783249,0.23248606921179,0.193504871515999,-0.0638912866869179,"negative"
"UPF1",1.71985634214752,0.177121023279015,0.215795149663149,-0.232088297858914,"negative"
"SKAP2",0.108565278386919,0.978415600783445,0.0170738639353028,0.0948842452742979,"positive"
"SLC25A5",1.69960784738215,0.181608970905514,0.213797696692905,0.215087596114179,"positive"
"MCUB",1.05848006756054,0.397579769845827,0.144829028440361,0.122785752124873,"positive"
"POLR2J",0.591781737802649,0.671733377573406,0.0864952669467514,0.00205208243247333,"positive"
"DHX33",0.383740749751415,0.818136495759429,0.0578468113584021,0.0639383819434935,"positive"
"MEOX1",7.00508626195956,0.000630778117719448,0.528482887513398,-0.0229556994029829,"negative"
"THSD7A",1.06895649275352,0.392650525136883,0.146053128449649,0.232506027863794,"positive"
"LIG3",4.62995153045452,0.00618495297225626,0.425548911453754,0.0328114218559807,"positive"
"RPAP3",1.11551249708494,0.371391290658081,0.151450764291884,-0.0292410106809723,"negative"
"ACSM3",3.01755453641623,0.0368509150838359,0.325604184422002,-0.0389211721750055,"negative"
"REXO5",1.57476042131069,0.211894678792162,0.201253499982165,0.182911414680613,"positive"
"CIAPIN1",0.288451596033595,0.882677924273865,0.0441161935355731,0.0829131717826244,"positive"
"SPPL2B",0.670941498510308,0.618273372769771,0.0969436743042437,0.0902628277363698,"positive"
"ATOSB",1.10268199789744,0.377145731088639,0.149970037900832,0.164246697127565,"positive"
"COPZ2",1.75086209815508,0.17046321960468,0.218834180201508,0.212753767434097,"positive"
"PRKAR2B",1.52500616551364,0.225311626624851,0.196142116552636,-0.465404734672191,"negative"
"MSL3",1.26078422688315,0.311570406891139,0.167863193615716,0.00830981006520354,"positive"
"CREBBP",2.03083060079657,0.120697098163832,0.245244794719169,-0.225411543952913,"negative"
"TSPOAP1",1.39580626783051,0.264146616202912,0.182558414238577,-0.363061106999992,"negative"
"MPO",1.0302613759406,0.411125986295969,0.141514338941916,-0.104414262410747,"negative"
"PON1",3.24804641569435,0.0282009120897286,0.341969945559263,0.0270035390369102,"positive"
"GCFC2",0.507215539511351,0.730837307022668,0.0750628030947834,-0.0528805980452469,"negative"
"WDR54",1.78734135784983,0.162951233516621,0.222379674854072,-0.179644157709069,"negative"
"CROT",3.89234116099507,0.0136454093905369,0.383771468461744,-0.117698841450075,"negative"
"ABCB4",1.81981396379285,0.156545252141268,0.225508787681833,0.737892630453659,"positive"
"KMT2E",1.3329891095669,0.285287597975545,0.175786763017392,-0.111165132720008,"negative"
"RHBDD2",0.0752271601872476,0.989104078695471,0.0118931950240062,-0.0616964879740636,"negative"
"SOX8",1.35064431176997,0.279187975310927,0.177701291675817,0.091720453030869,"positive"
"IBTK",0.86359711975652,0.49929340575435,0.121400903820946,0.143416107367049,"positive"
"ZNF195",1.77767488107593,0.164908744377478,0.221443307982806,0.179349045306771,"positive"
"MYCBP2",0.675501920485601,0.615264269533139,0.097538334151272,-0.239834664554491,"negative"
"FBXL3",1.46952569152009,0.241255714811686,0.190364764655731,-0.0422499819254781,"negative"
"ITGAL",1.53928825253734,0.221377041166392,0.197616034049827,-0.341265598517403,"negative"
"PDK2",1.19563518125534,0.337210815190668,0.160582025864684,-0.264374798865084,"negative"
"ITGA3",5.90369712195934,0.00173453123154873,0.485753187916171,-0.335032146384083,"negative"
"ZFX",1.11562709392163,0.371340249406915,0.151463966298577,0.162769196464304,"positive"
"LAMP2",0.902428499213946,0.477494728005173,0.126170922129892,0.164986988827423,"positive"
"ITGA2B",1.64817227800783,0.193526707043538,0.208677681366498,-0.393434403497659,"negative"
"ASB4",2.36282221481695,0.0804468627929225,0.274337743875881,0.00460701697940543,"positive"
"GDE1",1.19981396638101,0.335509405341051,0.161052876192002,-0.230406046571321,"negative"
"REX1BD",0.674040949496124,0.616227351594769,0.0973479149549477,0.0970556846942229,"positive"
"CRLF1",2.90926131346803,0.0418441129926416,0.317630561450427,0.203994983105297,"positive"
"OSBPL7",1.25620728656481,0.313310825530934,0.167355794825073,-0.154185906752542,"negative"
"TMEM98",0.967845569782861,0.442499819689568,0.134090645252192,0.0666073594675031,"positive"
"YBX2",1.32335376472955,0.28866967080812,0.17473814189067,0.0579810585913649,"positive"
"MAP3K14",1.0600358317644,0.396844364405683,0.145011030884173,-0.105313448174365,"negative"
"ABCC8",0.340551382905627,0.847976839706289,0.0516726694201853,-0.0562707675659834,"negative"
"TMEM132A",3.05854958700928,0.0351282084926055,0.328574237954073,-0.236319860651644,"negative"
"AP2B1",1.78618981124684,0.163183194138961,0.222268245673717,-0.160097067903007,"negative"
"ZNF263",0.808703341115699,0.531398829948398,0.114568257374573,-0.0517592757945836,"negative"
"CX3CL1",1.79199284635943,0.162017642172866,0.222829450435368,-0.426474703923415,"negative"
"SPATA20",0.308795859626235,0.869340777899247,0.0470811817039587,0.260575753264306,"positive"
"CACNA1G",2.04975551670389,0.117922390156676,0.24696577056741,0.319831638694422,"positive"
"TNFRSF12A",15.915975300269,1.33766487788362e-06,0.718036318486552,0.491402302114017,"positive"
"MAP3K9",0.0662711698143423,0.991428682280294,0.01049213500064,-0.0304284191939193,"negative"
"RALA",0.49249930614589,0.741250904027677,0.0730440277089787,0.0882131055818304,"positive"
"BAIAP2L1",2.58555988666699,0.0614841862587348,0.292631131454232,0.417708379501101,"positive"
"KDM7A",3.00024565214375,0.037604822715263,0.324342267758958,-0.0219211099518461,"negative"
"ETV1",3.49606112142307,0.0212436366554726,0.358715287937019,0.28559976430962,"positive"
"AGK",1.66254184163048,0.190120878276187,0.2101147614643,0.36118632685486,"positive"
"ALDH3B1",1.77644633150161,0.16515922209904,0.221324139990764,0.0527500040276247,"positive"
"TTC22",1.90702789186877,0.140572175693011,0.233789551433282,0.0348038331411488,"positive"
"PHTF2",1.0629936150985,0.395449507206181,0.145356836207792,0.101038998864806,"positive"
"CCL26",1.32951673910158,0.286502067328376,0.175409169854169,-0.00229447195250132,"negative"
"FARP2",0.25964058228026,0.900978509160945,0.0398855480572954,0.0271329320179179,"positive"
"USH1C",0.259824215768476,0.900864337970478,0.0399126316097928,-0.145175377198405,"negative"
"GGCT",0.560398302605738,0.6934801687323,0.0822856869313096,0.182297161422235,"positive"
"DBF4",4.01997388829958,0.0118634369021872,0.391429806153594,-0.0338191240928225,"negative"
"TBXA2R",1.13748291366835,0.361719873264474,0.153974354588865,-0.392547346858094,"negative"
"IFRD1",2.70367313352776,0.0533845344743065,0.301962456436302,-0.0229874508758299,"negative"
"COX10",0.162605149214112,0.955306748941992,0.0253571123483315,0.0736059325649842,"positive"
"GTF2IRD1",0.30343064930822,0.872887560715962,0.0463010391878108,-0.156175255016403,"negative"
"PAF1",0.500989397045018,0.735240305170457,0.0742097739428099,-0.0872186210073569,"negative"
"VPS41",0.824548039293841,0.521978343076934,0.116551337939059,0.00614150893552801,"positive"
"ARHGAP44",1.50992926019367,0.229539565944127,0.194580286696581,0.103024153793835,"positive"
"ELAC2",0.603310951944881,0.663814701722022,0.0880320411805726,0.0721095671866198,"positive"
"SCIN",2.55163669314147,0.0640408688895728,0.289904796357908,0.274537985736163,"positive"
"ARSD",6.3039116381985,0.00119043230114741,0.502147204781753,-0.0900652487496544,"negative"
"PNPLA4",1.41195851681118,0.25895829065409,0.184281670765142,0.110626835084111,"positive"
"ADIPOR2",1.13043006959215,0.364799605042428,0.153165880434203,0.221525611902033,"positive"
"CDKL3",2.20041767429713,0.0980419316480314,0.260391587624117,0.0125024643975189,"positive"
"UPP2",0.879278947135758,0.490398436354286,0.123333503101182,-0.190687631289968,"negative"
"PRSS21",4.82719822231165,0.00504079308918881,0.435777903891683,-0.191937842327349,"negative"
"MARK4",1.80391442590028,0.159649428939463,0.223979835208968,-0.0608772450191678,"negative"
"PROM1",1.17048216459263,0.347620067659259,0.15773667244666,-0.415444038092612,"negative"
"CCDC124",1.42971433107882,0.253368239028677,0.186167644972542,-0.0128242499968273,"negative"
"CEACAM21",1.7668068754562,0.167137857376033,0.220387855527037,-0.375472431111547,"negative"
"PAFAH1B1",1.25332055208867,0.314413191986066,0.167035453621902,0.0554877818478805,"positive"
"NOS2",1.12747692730338,0.366096128299361,0.152826899821359,0.325888592897849,"positive"
"DNAH9",3.91428076204194,0.0133198673924535,0.38510159780903,-0.0296589742235645,"negative"
"BLTP2",1.94295564032383,0.134482808180601,0.237149537434458,-0.0460661953709179,"negative"
"SLC13A2",6.35889751395145,0.00113134684177222,0.504318280556684,-0.145825654962062,"negative"
"GAS7",1.26420897288926,0.310274032041056,0.168242456052319,-0.245906318315619,"negative"
"TRAPPC6A",0.703719295567841,0.596835960524515,0.101200417453776,0.064039193248696,"positive"
"MATK",2.77548247255747,0.049013961216923,0.307516244255805,-0.556403815488177,"negative"
"CD79B",1.1222562368436,0.368398300662372,0.152226971064165,-0.252185729538317,"negative"
"SCN4A",1.85855931408156,0.149233704163477,0.229209560180923,-0.20700179024805,"negative"
"ST7L",1.41250262750012,0.258785234826108,0.184339594538051,0.183576468545572,"positive"
